-9.062944751290056278e-01,-2.572352423904782803e+00,3.354678106792974290e-01
9.430629621554383890e-01,-2.091944379774643306e-04,-3.432804846338525784e-01
1.669198454305794943e+00,-9.147711922098564763e-01,-1.497779910773754830e+00
-1.021179324519479348e+00,1.154806367364955427e-01,4.311742853048377566e-01
4.798490059601501212e-01,-3.298102479174119805e-01,-1.822353012723713084e+00
-2.576114239396402272e+00,-1.705221876144429050e-01,-8.561244816688153847e-01
-3.921357035363050580e-01,-3.018818394192421817e-01,-2.060558088828940149e-01
5.169870010331960586e-01,1.557055869861852182e+00,-1.486054284261644209e+00
-7.425935934324839893e-02,6.951476927404486306e-01,-1.377745150611814628e-01
1.806388304424690672e+00,-1.033654990544653485e+00,-7.236508068236037206e-01
-1.378196849634272469e+00,-1.197680447019260352e+00,4.127937270277177995e-02
1.045088896056926231e+00,-6.275001809534513919e-02,-1.538152461427703566e+00
1.134179989116701037e+00,-1.649788820168801573e-01,4.446740468637446209e-01
-1.064372157255617291e+00,-9.022964727009197272e-01,-1.087762531381019304e+00
5.593369974996093008e-01,2.023755065421419808e-01,7.885242470545601734e-02
4.291381373003328448e-01,1.532900527319155826e+00,-3.000622317591811750e-01
1.725497983102134980e-01,-3.751254957538052159e-01,4.214399133792587904e-01
2.019167693174375167e+00,8.546790958097219004e-01,-1.405675063453870388e+00
5.866249766475735150e-01,-1.040636329836984064e+00,1.152332805216257139e+00
-1.197843829443627994e+00,1.001116141627400813e+00,-7.404681697000109475e-02
-5.711808735354753294e-03,5.596779250211530998e-01,1.461349869550358088e-02
-2.518205746664671452e+00,4.407336758736694893e-02,1.094780890586720457e+00
1.823363100986486185e-01,-4.417303307632882703e-01,-7.968211548577672776e-01
4.060218307979313046e-01,-1.363193355719287958e-01,3.323321886114020129e-01
-5.552545778953724698e-01,9.225587009045788101e-01,5.156377346911093090e-02
-6.833558154287453501e-01,5.735379427189489787e-01,-8.626929796662990979e-01
-8.995799172942267052e-01,5.259214065967303675e-01,-1.309121962837382080e-01
-3.309376777751037446e-01,5.270978909349786391e-03,3.157458221777890706e-01
-1.000609038769651876e-01,4.737223358537238083e-01,-6.333683377737530096e-01
-1.670982962436621921e+00,-1.214579794398387813e+00,-3.935296998431006554e-01
-1.206705520983248833e-02,-1.078976528189364181e+00,3.885734868678855092e-01
-4.770803985179868367e-01,-4.111911218320657979e-01,-2.247124477594367065e+00
-3.277534893551859452e-01,-1.114558329684249838e+00,3.445464416753829529e-01
3.760828205071516939e-01,-8.712062944515934493e-02,-1.209906157511536406e+00
-4.874432288641243893e-01,2.412441869437569775e+00,7.380612556032365434e-01
3.508262872124149334e-01,-1.447241562084023325e+00,-1.030376858020966430e-01
-1.961544096093240652e-01,-6.851434343307566399e-01,1.690189402467148883e+00
